model_id,feature_set,task,split,fold,pos_stratum,label,precision,recall,f1,support,confusion_matrix_labels,confusion_matrix
llama-3.2-1b,full_prompt_final,pos,root-heldout,4,VERB,VERB,1.0,0.8894230769230769,0.9414758269720102,208,"[""ADJ"", ""NOUN"", ""VERB""]","[[0, 0, 0], [0, 0, 0], [8, 15, 185]]"
llama-3.2-1b,full_prompt_final,pos,root-heldout,4,all,ADJ,0.55,0.6567164179104478,0.5986394557823129,134,"[""ADJ"", ""NOUN"", ""VERB""]","[[88, 37, 9], [64, 511, 23], [8, 15, 185]]"
llama-3.2-1b,full_prompt_final,pos,root-heldout,4,all,NOUN,0.9076376554174067,0.8545150501672241,0.880275624461671,598,"[""ADJ"", ""NOUN"", ""VERB""]","[[88, 37, 9], [64, 511, 23], [8, 15, 185]]"
llama-3.2-1b,full_prompt_final,pos,root-heldout,4,all,VERB,0.8525345622119815,0.8894230769230769,0.8705882352941177,208,"[""ADJ"", ""NOUN"", ""VERB""]","[[88, 37, 9], [64, 511, 23], [8, 15, 185]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,ADJ,fem,0.9206349206349206,0.9666666666666667,0.943089430894309,60,"[""fem"", ""masc""]","[[58, 2], [5, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,ADJ,masc,0.9772727272727273,0.945054945054945,0.9608938547486033,91,"[""fem"", ""masc""]","[[58, 2], [5, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,NOUN,fem,0.6565217391304348,0.7330097087378641,0.6926605504587156,206,"[""fem"", ""masc""]","[[151, 55], [79, 352]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,NOUN,masc,0.8648648648648649,0.8167053364269141,0.8400954653937948,431,"[""fem"", ""masc""]","[[151, 55], [79, 352]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,VERB,fem,0.7,0.711864406779661,0.7058823529411765,59,"[""fem"", ""masc""]","[[42, 17], [18, 75]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,VERB,masc,0.8152173913043478,0.8064516129032258,0.8108108108108109,93,"[""fem"", ""masc""]","[[42, 17], [18, 75]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,all,fem,0.7110481586402266,0.7723076923076924,0.7404129793510325,325,"[""fem"", ""masc""]","[[251, 74], [102, 513]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,0,all,masc,0.8739352640545145,0.8341463414634146,0.8535773710482529,615,"[""fem"", ""masc""]","[[251, 74], [102, 513]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,ADJ,fem,0.803030303030303,0.7794117647058824,0.7910447761194029,68,"[""fem"", ""masc""]","[[53, 15], [13, 103]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,ADJ,masc,0.8728813559322034,0.8879310344827587,0.8803418803418803,116,"[""fem"", ""masc""]","[[53, 15], [13, 103]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,NOUN,fem,0.5132275132275133,0.5843373493975904,0.5464788732394367,166,"[""fem"", ""masc""]","[[97, 69], [92, 324]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,NOUN,masc,0.8244274809160306,0.7788461538461539,0.8009888751545118,416,"[""fem"", ""masc""]","[[97, 69], [92, 324]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,VERB,fem,0.6333333333333333,0.5757575757575758,0.6031746031746031,66,"[""fem"", ""masc""]","[[38, 28], [22, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,VERB,masc,0.7543859649122807,0.7962962962962963,0.7747747747747747,108,"[""fem"", ""masc""]","[[38, 28], [22, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,all,fem,0.5968253968253968,0.6266666666666667,0.6113821138211382,300,"[""fem"", ""masc""]","[[188, 112], [127, 513]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,1,all,masc,0.8208,0.8015625,0.8110671936758893,640,"[""fem"", ""masc""]","[[188, 112], [127, 513]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,ADJ,fem,0.8764044943820225,0.8863636363636364,0.8813559322033898,88,"[""fem"", ""masc""]","[[78, 10], [11, 56]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,ADJ,masc,0.8484848484848485,0.835820895522388,0.8421052631578947,67,"[""fem"", ""masc""]","[[78, 10], [11, 56]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,NOUN,fem,0.6526315789473685,0.7045454545454546,0.6775956284153005,176,"[""fem"", ""masc""]","[[124, 52], [66, 346]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,NOUN,masc,0.8693467336683417,0.8398058252427184,0.854320987654321,412,"[""fem"", ""masc""]","[[124, 52], [66, 346]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,VERB,fem,0.8787878787878788,0.8055555555555556,0.8405797101449275,72,"[""fem"", ""masc""]","[[58, 14], [8, 117]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,VERB,masc,0.8931297709923665,0.936,0.9140625,125,"[""fem"", ""masc""]","[[58, 14], [8, 117]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,all,fem,0.7536231884057971,0.7738095238095238,0.7635829662261381,336,"[""fem"", ""masc""]","[[260, 76], [85, 519]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,2,all,masc,0.8722689075630252,0.859271523178808,0.8657214345287739,604,"[""fem"", ""masc""]","[[260, 76], [85, 519]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,ADJ,fem,0.8365384615384616,0.925531914893617,0.8787878787878788,94,"[""fem"", ""masc""]","[[87, 7], [17, 60]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,ADJ,masc,0.8955223880597015,0.7792207792207793,0.8333333333333334,77,"[""fem"", ""masc""]","[[87, 7], [17, 60]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,NOUN,fem,0.6259842519685039,0.795,0.7004405286343612,200,"[""fem"", ""masc""]","[[159, 41], [95, 316]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,NOUN,masc,0.8851540616246498,0.7688564476885644,0.8229166666666666,411,"[""fem"", ""masc""]","[[159, 41], [95, 316]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,VERB,fem,0.75,0.7384615384615385,0.7441860465116279,65,"[""fem"", ""masc""]","[[48, 17], [16, 77]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,VERB,masc,0.8191489361702128,0.8279569892473119,0.8235294117647058,93,"[""fem"", ""masc""]","[[48, 17], [16, 77]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,all,fem,0.6966824644549763,0.8189415041782729,0.7528809218950064,359,"[""fem"", ""masc""]","[[294, 65], [128, 453]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,3,all,masc,0.8745173745173745,0.7796901893287436,0.824385805277525,581,"[""fem"", ""masc""]","[[294, 65], [128, 453]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,ADJ,fem,0.9137931034482759,0.9578313253012049,0.9352941176470588,166,"[""fem"", ""masc""]","[[159, 7], [15, 67]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,ADJ,masc,0.9054054054054054,0.8170731707317073,0.8589743589743589,82,"[""fem"", ""masc""]","[[159, 7], [15, 67]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,NOUN,fem,0.7607655502392344,0.7395348837209302,0.75,215,"[""fem"", ""masc""]","[[159, 56], [50, 273]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,NOUN,masc,0.8297872340425532,0.8452012383900929,0.8374233128834356,323,"[""fem"", ""masc""]","[[159, 56], [50, 273]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,VERB,fem,0.6935483870967742,0.7678571428571429,0.7288135593220338,56,"[""fem"", ""masc""]","[[43, 13], [19, 78]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,VERB,masc,0.8571428571428571,0.8041237113402062,0.8297872340425532,97,"[""fem"", ""masc""]","[[43, 13], [19, 78]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,all,fem,0.8112359550561797,0.8260869565217391,0.81859410430839,437,"[""fem"", ""masc""]","[[361, 76], [84, 418]]"
llama-3.2-1b,metadata_free_prompt_final,gender,lemma-heldout,4,all,masc,0.8461538461538461,0.8326693227091634,0.8393574297188755,502,"[""fem"", ""masc""]","[[361, 76], [84, 418]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,ADJ,fem,0.9702970297029703,0.9607843137254902,0.9655172413793104,102,"[""fem"", ""masc""]","[[98, 4], [3, 90]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,ADJ,masc,0.9574468085106383,0.967741935483871,0.9625668449197861,93,"[""fem"", ""masc""]","[[98, 4], [3, 90]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,NOUN,fem,0.9119170984455959,0.9312169312169312,0.9214659685863874,189,"[""fem"", ""masc""]","[[176, 13], [17, 373]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,NOUN,masc,0.966321243523316,0.9564102564102565,0.961340206185567,390,"[""fem"", ""masc""]","[[176, 13], [17, 373]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,VERB,fem,0.8448275862068966,0.8032786885245902,0.8235294117647058,61,"[""fem"", ""masc""]","[[49, 12], [9, 96]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,VERB,masc,0.8888888888888888,0.9142857142857143,0.9014084507042254,105,"[""fem"", ""masc""]","[[49, 12], [9, 96]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,all,fem,0.9176136363636364,0.9176136363636364,0.9176136363636364,352,"[""fem"", ""masc""]","[[323, 29], [29, 559]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,0,all,masc,0.9506802721088435,0.9506802721088435,0.9506802721088435,588,"[""fem"", ""masc""]","[[323, 29], [29, 559]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,ADJ,fem,0.961038961038961,0.9367088607594937,0.9487179487179487,79,"[""fem"", ""masc""]","[[74, 5], [3, 85]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,ADJ,masc,0.9444444444444444,0.9659090909090909,0.9550561797752809,88,"[""fem"", ""masc""]","[[74, 5], [3, 85]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,NOUN,fem,0.8719211822660099,0.921875,0.8962025316455696,192,"[""fem"", ""masc""]","[[177, 15], [26, 382]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,NOUN,masc,0.9622166246851386,0.9362745098039216,0.9490683229813665,408,"[""fem"", ""masc""]","[[177, 15], [26, 382]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,VERB,fem,0.881578947368421,0.8271604938271605,0.8535031847133758,81,"[""fem"", ""masc""]","[[67, 14], [9, 83]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,VERB,masc,0.8556701030927835,0.9021739130434783,0.8783068783068783,92,"[""fem"", ""masc""]","[[67, 14], [9, 83]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,all,fem,0.8932584269662921,0.9034090909090909,0.8983050847457628,352,"[""fem"", ""masc""]","[[318, 34], [38, 550]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,1,all,masc,0.9417808219178082,0.935374149659864,0.9385665529010239,588,"[""fem"", ""masc""]","[[318, 34], [38, 550]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,ADJ,fem,0.9238095238095239,0.941747572815534,0.9326923076923077,103,"[""fem"", ""masc""]","[[97, 6], [8, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,ADJ,masc,0.9347826086956522,0.9148936170212766,0.9247311827956989,94,"[""fem"", ""masc""]","[[97, 6], [8, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,NOUN,fem,0.8564814814814815,0.9343434343434344,0.893719806763285,198,"[""fem"", ""masc""]","[[185, 13], [31, 358]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,NOUN,masc,0.9649595687331537,0.9203084832904884,0.9421052631578948,389,"[""fem"", ""masc""]","[[185, 13], [31, 358]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,VERB,fem,0.8301886792452831,0.88,0.8543689320388349,50,"[""fem"", ""masc""]","[[44, 6], [9, 97]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,VERB,masc,0.941747572815534,0.9150943396226415,0.9282296650717703,106,"[""fem"", ""masc""]","[[44, 6], [9, 97]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,all,fem,0.8716577540106952,0.9287749287749287,0.8993103448275862,351,"[""fem"", ""masc""]","[[326, 25], [48, 541]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,2,all,masc,0.9558303886925795,0.9185059422750425,0.9367965367965368,589,"[""fem"", ""masc""]","[[326, 25], [48, 541]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,ADJ,fem,0.9565217391304348,0.9361702127659575,0.946236559139785,94,"[""fem"", ""masc""]","[[88, 6], [4, 69]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,ADJ,masc,0.92,0.9452054794520548,0.9324324324324325,73,"[""fem"", ""masc""]","[[88, 6], [4, 69]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,NOUN,fem,0.84688995215311,0.9267015706806283,0.885,191,"[""fem"", ""masc""]","[[177, 14], [32, 380]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,NOUN,masc,0.9644670050761421,0.9223300970873787,0.9429280397022333,412,"[""fem"", ""masc""]","[[177, 14], [32, 380]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,VERB,fem,0.8484848484848485,0.8484848484848485,0.8484848484848485,66,"[""fem"", ""masc""]","[[56, 10], [10, 94]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,VERB,masc,0.9038461538461539,0.9038461538461539,0.9038461538461539,104,"[""fem"", ""masc""]","[[56, 10], [10, 94]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,all,fem,0.8746594005449592,0.9145299145299145,0.8941504178272981,351,"[""fem"", ""masc""]","[[321, 30], [46, 543]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,3,all,masc,0.9476439790575916,0.9219015280135824,0.9345955249569707,589,"[""fem"", ""masc""]","[[321, 30], [46, 543]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,ADJ,fem,0.968421052631579,0.9387755102040817,0.9533678756476683,98,"[""fem"", ""masc""]","[[92, 6], [3, 82]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,ADJ,masc,0.9318181818181818,0.9647058823529412,0.9479768786127167,85,"[""fem"", ""masc""]","[[92, 6], [3, 82]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,NOUN,fem,0.8578431372549019,0.9067357512953368,0.8816120906801007,193,"[""fem"", ""masc""]","[[175, 18], [29, 365]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,NOUN,masc,0.9530026109660574,0.9263959390862944,0.9395109395109396,394,"[""fem"", ""masc""]","[[175, 18], [29, 365]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,VERB,fem,0.8225806451612904,0.85,0.8360655737704918,60,"[""fem"", ""masc""]","[[51, 9], [11, 98]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,VERB,masc,0.9158878504672897,0.8990825688073395,0.9074074074074074,109,"[""fem"", ""masc""]","[[51, 9], [11, 98]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,all,fem,0.8808864265927978,0.905982905982906,0.8932584269662921,351,"[""fem"", ""masc""]","[[318, 33], [43, 545]]"
llama-3.2-1b,metadata_free_prompt_final,gender,random,4,all,masc,0.9429065743944637,0.9268707482993197,0.934819897084048,588,"[""fem"", ""masc""]","[[318, 33], [43, 545]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,ADJ,fem,0.8175675675675675,0.8066666666666666,0.8120805369127517,150,"[""fem"", ""masc""]","[[121, 29], [27, 104]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,ADJ,masc,0.7819548872180451,0.7938931297709924,0.7878787878787878,131,"[""fem"", ""masc""]","[[121, 29], [27, 104]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,NOUN,fem,0.5432692307692307,0.6348314606741573,0.5854922279792746,178,"[""fem"", ""masc""]","[[113, 65], [95, 256]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,NOUN,masc,0.7975077881619937,0.7293447293447294,0.7619047619047619,351,"[""fem"", ""masc""]","[[113, 65], [95, 256]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,VERB,fem,0.6730769230769231,0.7608695652173914,0.7142857142857143,46,"[""fem"", ""masc""]","[[35, 11], [17, 67]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,VERB,masc,0.8589743589743589,0.7976190476190477,0.8271604938271605,84,"[""fem"", ""masc""]","[[35, 11], [17, 67]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,all,fem,0.6593137254901961,0.7192513368983957,0.6879795396419437,374,"[""fem"", ""masc""]","[[269, 105], [139, 427]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,0,all,masc,0.8026315789473685,0.7544169611307421,0.7777777777777778,566,"[""fem"", ""masc""]","[[269, 105], [139, 427]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,ADJ,fem,0.8888888888888888,0.897196261682243,0.8930232558139535,107,"[""fem"", ""masc""]","[[96, 11], [12, 80]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,ADJ,masc,0.8791208791208791,0.8695652173913043,0.8743169398907104,92,"[""fem"", ""masc""]","[[96, 11], [12, 80]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,NOUN,fem,0.6473429951690821,0.788235294117647,0.7108753315649867,170,"[""fem"", ""masc""]","[[134, 36], [73, 357]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,NOUN,masc,0.9083969465648855,0.8302325581395349,0.8675577156743621,430,"[""fem"", ""masc""]","[[134, 36], [73, 357]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,VERB,fem,0.6415094339622641,0.6181818181818182,0.6296296296296297,55,"[""fem"", ""masc""]","[[34, 21], [19, 67]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,VERB,masc,0.7613636363636364,0.7790697674418605,0.7701149425287356,86,"[""fem"", ""masc""]","[[34, 21], [19, 67]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,all,fem,0.717391304347826,0.7951807228915663,0.7542857142857143,332,"[""fem"", ""masc""]","[[264, 68], [104, 504]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,1,all,masc,0.8811188811188811,0.8289473684210527,0.8542372881355932,608,"[""fem"", ""masc""]","[[264, 68], [104, 504]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,ADJ,fem,0.6527777777777778,0.47,0.5465116279069767,100,"[""fem"", ""masc""]","[[47, 53], [25, 54]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,ADJ,masc,0.5046728971962616,0.6835443037974683,0.5806451612903226,79,"[""fem"", ""masc""]","[[47, 53], [25, 54]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,NOUN,fem,0.7216117216117216,0.7606177606177607,0.7406015037593985,259,"[""fem"", ""masc""]","[[197, 62], [76, 253]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,NOUN,masc,0.8031746031746032,0.7689969604863222,0.7857142857142857,329,"[""fem"", ""masc""]","[[197, 62], [76, 253]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,VERB,fem,0.6226415094339622,0.4925373134328358,0.55,67,"[""fem"", ""masc""]","[[33, 34], [20, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,VERB,masc,0.7166666666666667,0.8113207547169812,0.7610619469026548,106,"[""fem"", ""masc""]","[[33, 34], [20, 86]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,all,fem,0.6959798994974874,0.6502347417840375,0.6723300970873787,426,"[""fem"", ""masc""]","[[277, 149], [121, 393]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,2,all,masc,0.7250922509225092,0.7645914396887159,0.7443181818181818,514,"[""fem"", ""masc""]","[[277, 149], [121, 393]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,ADJ,fem,0.7105263157894737,0.9310344827586207,0.8059701492537313,58,"[""fem"", ""masc""]","[[54, 4], [22, 43]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,ADJ,masc,0.9148936170212766,0.6615384615384615,0.7678571428571429,65,"[""fem"", ""masc""]","[[54, 4], [22, 43]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,NOUN,fem,0.5721925133689839,0.7086092715231788,0.6331360946745562,151,"[""fem"", ""masc""]","[[107, 44], [80, 406]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,NOUN,masc,0.9022222222222223,0.8353909465020576,0.8675213675213675,486,"[""fem"", ""masc""]","[[107, 44], [80, 406]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,VERB,fem,0.49333333333333335,0.6166666666666667,0.5481481481481482,60,"[""fem"", ""masc""]","[[37, 23], [38, 82]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,VERB,masc,0.780952380952381,0.6833333333333333,0.7288888888888889,120,"[""fem"", ""masc""]","[[37, 23], [38, 82]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,all,fem,0.5857988165680473,0.7360594795539034,0.6523887973640856,269,"[""fem"", ""masc""]","[[198, 71], [140, 531]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,3,all,masc,0.8820598006644518,0.7913561847988078,0.8342498036135114,671,"[""fem"", ""masc""]","[[198, 71], [140, 531]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,ADJ,fem,0.8157894736842105,0.5081967213114754,0.6262626262626263,61,"[""fem"", ""masc""]","[[31, 30], [7, 59]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,ADJ,masc,0.6629213483146067,0.8939393939393939,0.7612903225806451,66,"[""fem"", ""masc""]","[[31, 30], [7, 59]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,NOUN,fem,0.6065573770491803,0.7219512195121951,0.6592427616926503,205,"[""fem"", ""masc""]","[[148, 57], [96, 301]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,NOUN,masc,0.840782122905028,0.7581863979848866,0.7973509933774835,397,"[""fem"", ""masc""]","[[148, 57], [96, 301]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,VERB,fem,0.8983050847457628,0.5888888888888889,0.7114093959731543,90,"[""fem"", ""masc""]","[[53, 37], [6, 114]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,VERB,masc,0.7549668874172185,0.95,0.8413284132841329,120,"[""fem"", ""masc""]","[[53, 37], [6, 114]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,all,fem,0.6803519061583577,0.651685393258427,0.6657101865136298,356,"[""fem"", ""masc""]","[[232, 124], [109, 474]]"
llama-3.2-1b,metadata_free_prompt_final,gender,root-heldout,4,all,masc,0.7926421404682275,0.8130360205831904,0.8027095681625741,583,"[""fem"", ""masc""]","[[232, 124], [109, 474]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,ADJ,du,0.0,0.0,0.0,1,"[""du"", ""pl"", ""sg""]","[[0, 1, 0], [0, 2, 2], [2, 24, 120]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,ADJ,pl,0.07407407407407407,0.5,0.12903225806451613,4,"[""du"", ""pl"", ""sg""]","[[0, 1, 0], [0, 2, 2], [2, 24, 120]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,ADJ,sg,0.9836065573770492,0.821917808219178,0.8955223880597015,146,"[""du"", ""pl"", ""sg""]","[[0, 1, 0], [0, 2, 2], [2, 24, 120]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,NOUN,du,0.2,0.5,0.2857142857142857,4,"[""du"", ""pl"", ""sg""]","[[2, 1, 1], [0, 114, 42], [8, 95, 374]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,NOUN,pl,0.5428571428571428,0.7307692307692307,0.6229508196721312,156,"[""du"", ""pl"", ""sg""]","[[2, 1, 1], [0, 114, 42], [8, 95, 374]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,NOUN,sg,0.8968824940047961,0.7840670859538784,0.8366890380313199,477,"[""du"", ""pl"", ""sg""]","[[2, 1, 1], [0, 114, 42], [8, 95, 374]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,VERB,du,0.0,0.0,0.0,1,"[""du"", ""pl"", ""sg""]","[[0, 1, 0], [0, 8, 4], [0, 9, 130]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,VERB,pl,0.4444444444444444,0.6666666666666666,0.5333333333333333,12,"[""du"", ""pl"", ""sg""]","[[0, 1, 0], [0, 8, 4], [0, 9, 130]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,VERB,sg,0.9701492537313433,0.935251798561151,0.9523809523809523,139,"[""du"", ""pl"", ""sg""]","[[0, 1, 0], [0, 8, 4], [0, 9, 130]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,all,du,0.16666666666666666,0.3333333333333333,0.2222222222222222,6,"[""du"", ""pl"", ""sg""]","[[2, 3, 1], [0, 124, 48], [10, 128, 624]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,all,pl,0.48627450980392156,0.7209302325581395,0.5807962529274004,172,"[""du"", ""pl"", ""sg""]","[[2, 3, 1], [0, 124, 48], [10, 128, 624]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,0,all,sg,0.9271916790490342,0.8188976377952756,0.8696864111498258,762,"[""du"", ""pl"", ""sg""]","[[2, 3, 1], [0, 124, 48], [10, 128, 624]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,1,ADJ,pl,0.3333333333333333,1.0,0.5,5,"[""pl"", ""sg""]","[[5, 0], [10, 169]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,1,ADJ,sg,1.0,0.9441340782122905,0.9712643678160919,179,"[""pl"", ""sg""]","[[5, 0], [10, 169]]"
llama-3.2-1b,metadata_free_prompt_final,number,lemma-heldout,1,NOUN,du,0.0,0.0,0.0,9,"[""du"", ""pl"", ""sg""]","[[0, 6, 3], [1, 97, 19], [0, 69, 387]]"
